datetime_collected,status,primary_source,collection_mode,total_duration,carbon_emissions,price,type,target_date,airline,flight_number,airplane,travel_class,departure_airport,departure_time,arrival_airport,arrival_time,leg_duration
2026-09-10,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3627,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-11 13:35,BCD,2026-09-11 14:50,75
2026-09-10,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3627,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-11 16:20,BCD,2026-09-11 17:35,75
2026-09-10,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",5195,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-11 09:20,BCD,2026-09-11 10:35,75
2026-09-10,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",5532,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-11 07:15,BCD,2026-09-11 08:40,85
2026-09-10,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",6260,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-11 15:50,BCD,2026-09-11 17:15,85
2026-09-10,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1934,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-10,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-10,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2060,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-10,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-10,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-10,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-10,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2457,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-10,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-10,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-10,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-10,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-10,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-10,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4859,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-11,success,True,rolling,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2564,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-12 21:25,BCD,2026-09-12 22:50,85
2026-09-11,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-12 21:50,BCD,2026-09-12 23:15,85
2026-09-11,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2900,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-12 20:15,BCD,2026-09-12 21:40,85
2026-09-11,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-12 16:20,BCD,2026-09-12 17:35,75
2026-09-11,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3502,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-12 20:50,BCD,2026-09-12 22:05,75
2026-09-11,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-12 14:45,BCD,2026-09-12 16:10,85
2026-09-11,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-12 15:50,BCD,2026-09-12 17:15,85
2026-09-11,success,True,rolling,80,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4188,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-12 07:55,BCD,2026-09-12 09:15,80
2026-09-11,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4299,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-12 13:35,BCD,2026-09-12 14:50,75
2026-09-11,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-12 09:20,BCD,2026-09-12 10:35,75
2026-09-11,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-11,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-11,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2383,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-11,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-11,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-11,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-11,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-11,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-11,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-11,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-11,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-11,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-11,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4859,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-12,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-13 20:25,BCD,2026-09-13 21:50,85
2026-09-12,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-13 21:50,BCD,2026-09-13 23:15,85
2026-09-12,success,True,rolling,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-13 20:15,BCD,2026-09-13 21:40,85
2026-09-12,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3136,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-13 21:05,BCD,2026-09-13 22:20,75
2026-09-12,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-13 07:15,BCD,2026-09-13 08:40,85
2026-09-12,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-13 16:20,BCD,2026-09-13 17:35,75
2026-09-12,success,True,rolling,85,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4188,One way,,Cebu Pacific,5J 477,Airbus A320,Economy,MNL,2026-09-13 15:50,BCD,2026-09-13 17:15,85
2026-09-12,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4299,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-13 13:35,BCD,2026-09-13 14:50,75
2026-09-12,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4524,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-13 14:45,BCD,2026-09-13 16:10,85
2026-09-12,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-13 09:20,BCD,2026-09-13 10:35,75
2026-09-12,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-12,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-12,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2383,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-12,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-12,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-12,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-12,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-12,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-12,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-12,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-12,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3291,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-12,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-12,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4187,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-13,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-14 20:25,BCD,2026-09-14 21:50,85
2026-09-13,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-14 21:40,BCD,2026-09-14 23:05,85
2026-09-13,success,True,rolling,85,"{'this_flight': 53000, 'typical_for_this_route': 52000, 'difference_percent': 2}",2900,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-14 20:15,BCD,2026-09-14 21:40,85
2026-09-13,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3292,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-14 20:50,BCD,2026-09-14 22:05,75
2026-09-13,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-14 16:20,BCD,2026-09-14 17:35,75
2026-09-13,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4188,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-14 15:50,BCD,2026-09-14 17:15,85
2026-09-13,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-14 13:35,BCD,2026-09-14 14:50,75
2026-09-13,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",5532,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-14 14:45,BCD,2026-09-14 16:10,85
2026-09-13,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",6708,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-14 07:15,BCD,2026-09-14 08:40,85
2026-09-13,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-13,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-13,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2383,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-13,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-13,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-13,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-13,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-13,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-13,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-13,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-13,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3291,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-13,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4187,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-13,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4188,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-14,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2620,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-15 20:50,BCD,2026-09-15 22:05,75
2026-09-14,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2620,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-15 21:50,BCD,2026-09-15 23:15,85
2026-09-14,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2956,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-15 20:15,BCD,2026-09-15 21:40,85
2026-09-14,success,True,rolling,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2956,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-15 21:25,BCD,2026-09-15 22:50,85
2026-09-14,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-15 16:20,BCD,2026-09-15 17:35,75
2026-09-14,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4299,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-15 13:35,BCD,2026-09-15 14:50,75
2026-09-14,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4412,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-15 07:15,BCD,2026-09-15 08:40,85
2026-09-14,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4860,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-15 15:50,BCD,2026-09-15 17:15,85
2026-09-14,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-15 09:20,BCD,2026-09-15 10:35,75
2026-09-14,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1915,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-14,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-14,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2390,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-14,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-14,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-14,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2620,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-14,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2620,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-14,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2620,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-14,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-14,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-14,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2956,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-14,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4076,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-14,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4187,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
